id,time,values,aqi,pollution
07,2023:03:12 15:04:22,72.9,159,Unhealthy
08,2023:03:12 15:04:22,241.2,291,Very unhealthy
09,2023:03:12 15:04:22,214.1,264,Very unhealthy
10,2023:03:12 15:04:22,103.8,175,Unhealthy
01,2023:03:12 15:05:12,203.2,253,Very unhealthy
02,2023:03:12 15:05:12,345.9,395,Hazardous
03,2023:03:12 15:05:12,500.1,475,Extremely hazardous
04,2023:03:12 15:05:12,3.0,13,Good
05,2023:03:12 15:05:12,436.3,443,Extremely hazardous
06,2023:03:12 15:05:12,384.0,417,Extremely hazardous
07,2023:03:12 15:05:12,408.9,429,Extremely hazardous
08,2023:03:12 15:05:12,517.8,484,Extremely hazardous
09,2023:03:12 15:05:12,461.1,455,Extremely hazardous
10,2023:03:12 15:05:12,267.7,317,Hazardous
01,2023:03:12 15:06:02,400.7,425,Extremely hazardous
02,2023:03:12 15:06:02,7.2,30,Good
03,2023:03:12 15:06:02,348.1,398,Hazardous
04,2023:03:12 15:06:02,166.4,216,Very unhealthy
05,2023:03:12 15:06:02,60.8,153,Unhealthy
06,2023:03:12 15:06:02,496.7,473,Extremely hazardous
07,2023:03:12 15:06:02,497.6,474,Extremely hazardous
08,2023:03:12 15:06:02,502.5,476,Extremely hazardous
09,2023:03:12 15:06:02,299.5,349,Hazardous
10,2023:03:12 15:06:02,297.6,347,Hazardous
01,2023:03:12 15:06:52,534.1,492,Extremely hazardous
02,2023:03:12 15:06:52,224.4,274,Very unhealthy
03,2023:03:12 15:06:52,93.9,170,Unhealthy
04,2023:03:12 15:06:52,164.9,214,Very unhealthy
05,2023:03:12 15:06:52,240.6,290,Very unhealthy
06,2023:03:12 15:06:52,436.6,443,Extremely hazardous
07,2023:03:12 15:06:52,286.8,336,Hazardous
08,2023:03:12 15:06:52,117.9,183,Unhealthy
09,2023:03:12 15:06:52,122.7,185,Unhealthy
10,2023:03:12 15:06:52,392.0,421,Extremely hazardous
01,2023:03:12 15:07:42,319.3,369,Hazardous
02,2023:03:12 15:07:42,451.3,450,Extremely hazardous
03,2023:03:12 15:07:42,161.4,211,Very unhealthy
04,2023:03:12 15:07:42,293.1,343,Hazardous
05,2023:03:12 15:07:42,276.0,326,Hazardous
06,2023:03:12 15:07:42,105.4,176,Unhealthy
07,2023:03:12 15:07:42,466.3,458,Extremely hazardous
08,2023:03:12 15:07:42,7.4,31,Good
09,2023:03:12 15:07:42,211.7,261,Very unhealthy
10,2023:03:12 15:07:42,22.6,73,Moderate
01,2023:03:12 15:08:32,403.3,426,Extremely hazardous
02,2023:03:12 15:08:32,206.6,256,Very unhealthy
03,2023:03:12 15:08:32,362.0,406,Extremely hazardous
04,2023:03:12 15:08:32,144.6,197,Unhealthy
05,2023:03:12 15:08:32,172.8,222,Very unhealthy
06,2023:03:12 15:08:32,151.7,201,Very unhealthy
07,2023:03:12 15:08:32,295.2,345,Hazardous
08,2023:03:12 15:08:32,345.9,395,Hazardous
09,2023:03:12 15:08:32,58.0,151,Unhealthy
10,2023:03:12 15:08:32,326.7,376,Hazardous
01,2023:03:12 15:09:22,300.2,350,Hazardous
02,2023:03:12 15:09:22,182.2,232,Very unhealthy
03,2023:03:12 15:09:22,313.2,363,Hazardous
04,2023:03:12 15:09:22,156.9,206,Very unhealthy
05,2023:03:12 15:09:22,35.0,99,Moderate
06,2023:03:12 15:09:22,196.1,246,Very unhealthy
07,2023:03:12 15:09:22,291.4,341,Hazardous
08,2023:03:12 15:09:22,415.2,432,Extremely hazardous
09,2023:03:12 15:09:22,420.6,435,Extremely hazardous
10,2023:03:12 15:09:22,132.3,190,Unhealthy
01,2023:03:12 15:10:12,123.3,186,Unhealthy
02,2023:03:12 15:10:12,345.1,395,Hazardous
03,2023:03:12 15:10:12,93.7,170,Unhealthy
04,2023:03:12 15:10:12,154.3,204,Very unhealthy
05,2023:03:12 15:10:12,425.4,437,Extremely hazardous
06,2023:03:12 15:10:12,439.4,444,Extremely hazardous
07,2023:03:12 15:10:12,496.7,473,Extremely hazardous
08,2023:03:12 15:10:12,54.1,147,Slightly unhealthy
09,2023:03:12 15:10:12,464.6,457,Extremely hazardous
10,2023:03:12 15:10:12,146.6,198,Unhealthy
01,2023:03:12 15:11:02,526.9,488,Extremely hazardous
02,2023:03:12 15:11:02,239.2,289,Very unhealthy
03,2023:03:12 15:11:02,519.1,484,Extremely hazardous
04,2023:03:12 15:11:02,340.0,390,Hazardous
05,2023:03:12 15:11:02,433.0,441,Extremely hazardous
06,2023:03:12 15:11:02,407.2,428,Extremely hazardous
07,2023:03:12 15:11:02,66.6,156,Unhealthy
08,2023:03:12 15:11:02,526.1,488,Extremely hazardous
09,2023:03:12 15:11:02,383.3,416,Extremely hazardous
10,2023:03:12 15:11:02,80.8,163,Unhealthy
01,2023:03:12 15:11:52,4.0,17,Good
02,2023:03:12 15:11:52,195.6,245,Very unhealthy
03,2023:03:12 15:11:52,378.2,414,Extremely hazardous
04,2023:03:12 15:11:52,379.6,415,Extremely hazardous
05,2023:03:12 15:11:52,81.5,164,Unhealthy
06,2023:03:12 15:11:52,478.4,464,Extremely hazardous
07,2023:03:12 15:11:52,192.7,242,Very unhealthy
08,2023:03:12 15:11:52,236.9,286,Very unhealthy
09,2023:03:12 15:11:52,477.9,464,Extremely hazardous
10,2023:03:12 15:11:52,278.8,328,Hazardous
01,2023:03:12 15:12:42,315.3,365,Hazardous
02,2023:03:12 15:12:42,402.4,426,Extremely hazardous
03,2023:03:12 15:12:42,349.3,399,Hazardous
04,2023:03:12 15:12:42,516.9,483,Extremely hazardous
05,2023:03:12 15:12:42,230.2,280,Very unhealthy
06,2023:03:12 15:12:42,337.3,387,Hazardous
07,2023:03:12 15:12:42,154.6,204,Very unhealthy
08,2023:03:12 15:12:42,329.5,379,Hazardous
09,2023:03:12 15:12:42,470.9,460,Extremely hazardous
10,2023:03:12 15:12:42,304.7,354,Hazardous
01,2023:03:12 15:13:32,548.7,499,Extremely hazardous
02,2023:03:12 15:13:32,531.5,491,Extremely hazardous
03,2023:03:12 15:13:32,133.5,191,Unhealthy
04,2023:03:12 15:13:32,403.8,427,Extremely hazardous
05,2023:03:12 15:13:32,50.5,138,Slightly unhealthy
06,2023:03:12 15:13:32,477.2,463,Extremely hazardous
07,2023:03:12 15:13:32,393.5,422,Extremely hazardous
08,2023:03:12 15:13:32,99.6,173,Unhealthy
09,2023:03:12 15:13:32,222.2,272,Very unhealthy
10,2023:03:12 15:13:32,496.9,473,Extremely hazardous
01,2023:03:12 15:14:22,173.7,223,Very unhealthy
02,2023:03:12 15:14:22,450.4,450,Extremely hazardous
03,2023:03:12 15:14:22,481.2,465,Extremely hazardous
04,2023:03:12 15:14:22,255.6,305,Hazardous
05,2023:03:12 15:14:22,106.9,177,Unhealthy
06,2023:03:12 15:14:22,248.0,298,Very unhealthy
07,2023:03:12 15:14:22,286.1,336,Hazardous
08,2023:03:12 15:14:22,232.7,282,Very unhealthy
09,2023:03:12 15:14:22,457.7,454,Extremely hazardous
10,2023:03:12 15:14:22,211.8,261,Very unhealthy
01,2023:03:12 15:15:12,62.5,154,Unhealthy
02,2023:03:12 15:15:12,142.0,196,Unhealthy
03,2023:03:12 15:15:12,81.9,164,Unhealthy
04,2023:03:12 15:15:12,461.6,456,Extremely hazardous
05,2023:03:12 15:15:12,181.0,231,Very unhealthy
06,2023:03:12 15:15:12,436.4,443,Extremely hazardous
07,2023:03:12 15:15:12,385.4,417,Extremely hazardous
08,2023:03:12 15:15:12,366.2,408,Extremely hazardous
09,2023:03:12 15:15:12,18.0,63,Moderate
10,2023:03:12 15:15:12,213.0,263,Very unhealthy
01,2023:03:12 15:16:02,236.0,286,Very unhealthy
02,2023:03:12 15:16:02,31.6,92,Moderate
03,2023:03:12 15:16:02,140.8,195,Unhealthy
04,2023:03:12 15:16:02,282.7,332,Hazardous
05,2023:03:12 15:16:02,178.1,228,Very unhealthy
06,2023:03:12 15:16:02,481.2,465,Extremely hazardous
07,2023:03:12 15:16:02,363.4,406,Extremely hazardous
08,2023:03:12 15:16:02,505.6,478,Extremely hazardous
09,2023:03:12 15:16:02,342.9,392,Hazardous
10,2023:03:12 15:16:02,426.7,438,Extremely hazardous
01,2023:03:12 15:16:52,210.6,260,Very unhealthy
02,2023:03:12 15:16:52,263.3,313,Hazardous
03,2023:03:12 15:16:52,516.2,483,Extremely hazardous
04,2023:03:12 15:16:52,305.0,355,Hazardous
05,2023:03:12 15:16:52,382.9,416,Extremely hazardous
06,2023:03:12 15:16:52,99.0,173,Unhealthy
07,2023:03:12 15:16:52,484.5,467,Extremely hazardous
08,2023:03:12 15:16:52,418.6,434,Extremely hazardous
09,2023:03:12 15:16:52,368.1,409,Extremely hazardous
10,2023:03:12 15:16:52,292.9,342,Hazardous
01,2023:03:12 15:17:42,304.7,354,Hazardous
02,2023:03:12 15:17:42,401.1,425,Extremely hazardous
03,2023:03:12 15:17:42,28.9,86,Moderate
04,2023:03:12 15:17:42,10.8,45,Good
05,2023:03:12 15:17:42,228.4,278,Very unhealthy
06,2023:03:12 15:17:42,103.6,175,Unhealthy
07,2023:03:12 15:17:42,270.4,320,Hazardous
08,2023:03:12 15:17:42,423.0,436,Extremely hazardous
09,2023:03:12 15:17:42,398.8,424,Extremely hazardous
10,2023:03:12 15:17:42,321.3,371,Hazardous
01,2023:03:12 15:18:32,37.9,106,Slightly unhealthy
02,2023:03:12 15:18:32,191.2,241,Very unhealthy
03,2023:03:12 15:18:32,52.2,142,Slightly unhealthy
04,2023:03:12 15:18:32,190.4,240,Very unhealthy
05,2023:03:12 15:18:32,87.2,167,Unhealthy
06,2023:03:12 15:18:32,92.9,170,Unhealthy
07,2023:03:12 15:18:32,297.1,347,Hazardous
08,2023:03:12 15:18:32,68.9,157,Unhealthy
09,2023:03:12 15:18:32,231.5,281,Very unhealthy
10,2023:03:12 15:18:32,69.4,157,Unhealthy
01,2023:03:12 15:19:22,253.9,303,Hazardous
02,2023:03:12 15:19:22,461.0,455,Extremely hazardous
03,2023:03:12 15:19:22,227.1,277,Very unhealthy
04,2023:03:12 15:19:22,225.4,275,Very unhealthy
05,2023:03:12 15:19:22,30.2,89,Moderate
06,2023:03:12 15:19:22,478.0,464,Extremely hazardous
07,2023:03:12 15:19:22,250.1,300,Very unhealthy
08,2023:03:12 15:19:22,423.9,437,Extremely hazardous
09,2023:03:12 15:19:22,148.3,199,Unhealthy
10,2023:03:12 15:19:22,279.2,329,Hazardous
01,2023:03:12 15:20:12,150.8,200,Very unhealthy
02,2023:03:12 15:20:12,438.7,444,Extremely hazardous
03,2023:03:12 15:20:12,21.6,70,Moderate
04,2023:03:12 15:20:12,131.8,190,Unhealthy
05,2023:03:12 15:20:12,100.9,174,Unhealthy
06,2023:03:12 15:20:12,543.3,496,Extremely hazardous
07,2023:03:12 15:20:12,377.6,414,Extremely hazardous
08,2023:03:12 15:20:12,427.1,438,Extremely hazardous
09,2023:03:12 15:20:12,193.1,243,Very unhealthy
10,2023:03:12 15:20:12,219.4,269,Very unhealthy
01,2023:03:12 15:21:02,433.9,442,Extremely hazardous
02,2023:03:12 15:21:02,303.6,353,Hazardous
03,2023:03:12 15:21:02,90.5,168,Unhealthy
04,2023:03:12 15:21:02,109.6,178,Unhealthy
05,2023:03:12 15:21:02,378.1,414,Extremely hazardous
06,2023:03:12 15:21:02,340.4,390,Hazardous
07,2023:03:12 15:21:02,267.9,317,Hazardous
08,2023:03:12 15:21:02,411.2,430,Extremely hazardous
09,2023:03:12 15:21:02,519.2,484,Extremely hazardous
10,2023:03:12 15:21:02,418.4,434,Extremely hazardous
01,2023:03:12 15:21:52,464.6,457,Extremely hazardous
02,2023:03:12 15:21:52,293.6,343,Hazardous
03,2023:03:12 15:21:52,81.5,164,Unhealthy
04,2023:03:12 15:21:52,478.4,464,Extremely hazardous
05,2023:03:12 15:21:52,192.7,242,Very unhealthy
06,2023:03:12 15:21:52,236.9,286,Very unhealthy
07,2023:03:12 15:21:52,477.9,464,Extremely hazardous
08,2023:03:12 15:21:52,278.8,328,Hazardous
09,2023:03:12 15:21:52,315.3,365,Hazardous
10,2023:03:12 15:21:52,402.4,426,Extremely hazardous
01,2023:03:12 15:22:42,349.3,399,Hazardous
02,2023:03:12 15:22:42,516.9,483,Extremely hazardous
03,2023:03:12 15:22:42,230.2,280,Very unhealthy
04,2023:03:12 15:22:42,337.3,387,Hazardous
05,2023:03:12 15:22:42,154.6,204,Very unhealthy
06,2023:03:12 15:22:42,329.5,379,Hazardous
07,2023:03:12 15:22:42,470.9,460,Extremely hazardous
08,2023:03:12 15:22:42,304.7,354,Hazardous
09,2023:03:12 15:22:42,548.7,499,Extremely hazardous
10,2023:03:12 15:22:42,531.5,491,Extremely hazardous
01,2023:03:12 15:23:32,133.5,191,Unhealthy
02,2023:03:12 15:23:32,403.8,427,Extremely hazardous
03,2023:03:12 15:23:32,50.5,138,Slightly unhealthy
04,2023:03:12 15:23:32,477.2,463,Extremely hazardous
05,2023:03:12 15:23:32,393.5,422,Extremely hazardous
06,2023:03:12 15:23:32,99.6,173,Unhealthy
07,2023:03:12 15:23:32,222.2,272,Very unhealthy
08,2023:03:12 15:23:32,496.9,473,Extremely hazardous
09,2023:03:12 15:23:32,173.7,223,Very unhealthy
10,2023:03:12 15:23:32,450.4,450,Extremely hazardous
01,2023:03:12 15:24:22,481.2,465,Extremely hazardous
02,2023:03:12 15:24:22,255.6,305,Hazardous
03,2023:03:12 15:24:22,106.9,177,Unhealthy
04,2023:03:12 15:24:22,248.0,298,Very unhealthy
05,2023:03:12 15:24:22,286.1,336,Hazardous
06,2023:03:12 15:24:22,232.7,282,Very unhealthy
07,2023:03:12 15:24:22,457.7,454,Extremely hazardous
08,2023:03:12 15:24:22,211.8,261,Very unhealthy
09,2023:03:12 15:24:22,62.5,154,Unhealthy
10,2023:03:12 15:24:22,142.0,196,Unhealthy
01,2023:03:12 15:25:12,81.9,164,Unhealthy
02,2023:03:12 15:25:12,461.6,456,Extremely hazardous
03,2023:03:12 15:25:12,181.0,231,Very unhealthy
04,2023:03:12 15:25:12,436.4,443,Extremely hazardous
05,2023:03:12 15:25:12,385.4,417,Extremely hazardous
06,2023:03:12 15:25:12,366.2,408,Extremely hazardous
07,2023:03:12 15:25:12,18.0,63,Moderate
08,2023:03:12 15:25:12,213.0,263,Very unhealthy
09,2023:03:12 15:25:12,236.0,286,Very unhealthy
10,2023:03:12 15:25:12,31.6,92,Moderate
01,2023:03:12 15:26:02,140.8,195,Unhealthy
02,2023:03:12 15:26:02,282.7,332,Hazardous
03,2023:03:12 15:26:02,178.1,228,Very unhealthy
04,2023:03:12 15:26:02,481.2,465,Extremely hazardous
05,2023:03:12 15:26:02,363.4,406,Extremely hazardous
06,2023:03:12 15:26:02,505.6,478,Extremely hazardous
07,2023:03:12 15:26:02,342.9,392,Hazardous
08,2023:03:12 15:26:02,426.7,438,Extremely hazardous
09,2023:03:12 15:26:02,210.6,260,Very unhealthy
10,2023:03:12 15:26:02,263.3,313,Hazardous
01,2023:03:12 15:26:52,516.2,483,Extremely hazardous
02,2023:03:12 15:26:52,305.0,355,Hazardous
03,2023:03:12 15:26:52,382.9,416,Extremely hazardous
04,2023:03:12 15:26:52,99.0,173,Unhealthy
05,2023:03:12 15:26:52,484.5,467,Extremely hazardous
06,2023:03:12 15:26:52,418.6,434,Extremely hazardous
07,2023:03:12 15:26:52,368.1,409,Extremely hazardous
08,2023:03:12 15:26:52,292.9,342,Hazardous
09,2023:03:12 15:26:52,304.7,354,Hazardous
10,2023:03:12 15:26:52,401.1,425,Extremely hazardous
01,2023:03:12 15:27:42,28.9,86,Moderate
02,2023:03:12 15:27:42,10.8,45,Good
03,2023:03:12 15:27:42,228.4,278,Very unhealthy
04,2023:03:12 15:27:42,103.6,175,Unhealthy
05,2023:03:12 15:27:42,270.4,320,Hazardous
06,2023:03:12 15:27:42,423.0,436,Extremely hazardous
07,2023:03:12 15:27:42,398.8,424,Extremely hazardous
08,2023:03:12 15:27:42,321.3,371,Hazardous
09,2023:03:12 15:27:42,37.9,106,Slightly unhealthy
10,2023:03:12 15:27:42,191.2,241,Very unhealthy
01,2023:03:12 15:28:32,52.2,142,Slightly unhealthy
02,2023:03:12 15:28:32,190.4,240,Very unhealthy
03,2023:03:12 15:28:32,87.2,167,Unhealthy
04,2023:03:12 15:28:32,92.9,170,Unhealthy
05,2023:03:12 15:28:32,297.1,347,Hazardous
06,2023:03:12 15:28:32,68.9,157,Unhealthy
07,2023:03:12 15:28:32,231.5,281,Very unhealthy
08,2023:03:12 15:28:32,69.4,157,Unhealthy
09,2023:03:12 15:28:32,253.9,303,Hazardous
10,2023:03:12 15:28:32,461.0,455,Extremely hazardous
01,2023:03:12 15:29:22,227.1,277,Very unhealthy
02,2023:03:12 15:29:22,225.4,275,Very unhealthy
03,2023:03:12 15:29:22,30.2,89,Moderate
04,2023:03:12 15:29:22,478.0,464,Extremely hazardous
05,2023:03:12 15:29:22,250.1,300,Very unhealthy
06,2023:03:12 15:29:22,423.9,437,Extremely hazardous
07,2023:03:12 15:29:22,148.3,199,Unhealthy
08,2023:03:12 15:29:22,279.2,329,Hazardous
09,2023:03:12 15:29:22,150.8,200,Very unhealthy
10,2023:03:12 15:29:22,438.7,444,Extremely hazardous
01,2023:03:12 15:30:12,21.6,70,Moderate
02,2023:03:12 15:30:12,131.8,190,Unhealthy
03,2023:03:12 15:30:12,100.9,174,Unhealthy
04,2023:03:12 15:30:12,543.3,496,Extremely hazardous
05,2023:03:12 15:30:12,377.6,414,Extremely hazardous
06,2023:03:12 15:30:12,427.1,438,Extremely hazardous
07,2023:03:12 15:30:12,193.1,243,Very unhealthy
08,2023:03:12 15:30:12,219.4,269,Very unhealthy
09,2023:03:12 15:30:12,433.9,442,Extremely hazardous
10,2023:03:12 15:30:12,303.6,353,Hazardous
01,2023:03:12 15:31:02,90.5,168,Unhealthy
02,2023:03:12 15:31:02,109.6,178,Unhealthy
03,2023:03:12 15:31:02,378.1,414,Extremely hazardous
04,2023:03:12 15:31:02,340.4,390,Hazardous
05,2023:03:12 15:31:02,267.9,317,Hazardous
06,2023:03:12 15:31:02,411.2,430,Extremely hazardous
07,2023:03:12 15:31:02,519.2,484,Extremely hazardous
08,2023:03:12 15:31:02,418.4,434,Extremely hazardous
09,2023:03:12 15:31:02,464.6,457,Extremely hazardous
10,2023:03:12 15:31:02,293.6,343,Hazardous
01,2023:03:12 15:31:52,81.5,164,Unhealthy
02,2023:03:12 15:31:52,478.4,464,Extremely hazardous
03,2023:03:12 15:31:52,192.7,242,Very unhealthy
04,2023:03:12 15:31:52,236.9,286,Very unhealthy
05,2023:03:12 15:31:52,477.9,464,Extremely hazardous
06,2023:03:12 15:31:52,278.8,328,Hazardous
07,2023:03:12 15:31:52,315.3,365,Hazardous
08,2023:03:12 15:31:52,402.4,426,Extremely hazardous
09,2023:03:12 15:31:52,349.3,399,Hazardous
10,2023:03:12 15:31:52,516.9,483,Extremely hazardous
01,2023:03:12 15:32:42,230.2,280,Very unhealthy
02,2023:03:12 15:32:42,337.3,387,Hazardous
03,2023:03:12 15:32:42,154.6,204,Very unhealthy
04,2023:03:12 15:32:42,329.5,379,Hazardous
05,2023:03:12 15:32:42,470.9,460,Extremely hazardous
06,2023:03:12 15:32:42,304.7,354,Hazardous
07,2023:03:12 15:32:42,548.7,499,Extremely hazardous
08,2023:03:12 15:32:42,531.5,491,Extremely hazardous
09,2023:03:12 15:32:42,133.5,191,Unhealthy
10,2023:03:12 15:32:42,403.8,427,Extremely hazardous
01,2023:03:12 15:33:32,50.5,138,Slightly unhealthy
02,2023:03:12 15:33:32,477.2,463,Extremely hazardous
03,2023:03:12 15:33:32,393.5,422,Extremely hazardous
04,2023:03:12 15:33:32,99.6,173,Unhealthy
05,2023:03:12 15:33:32,222.2,272,Very unhealthy
06,2023:03:12 15:33:32,496.9,473,Extremely hazardous
07,2023:03:12 15:33:32,173.7,223,Very unhealthy
08,2023:03:12 15:33:32,450.4,450,Extremely hazardous
09,2023:03:12 15:33:32,481.2,465,Extremely hazardous
10,2023:03:12 15:33:32,255.6,305,Hazardous
01,2023:03:12 15:34:22,106.9,177,Unhealthy
02,2023:03:12 15:34:22,248.0,298,Very unhealthy
03,2023:03:12 15:34:22,286.1,336,Hazardous
04,2023:03:12 15:34:22,232.7,282,Very unhealthy
05,2023:03:12 15:34:22,457.7,454,Extremely hazardous
06,2023:03:12 15:34:22,211.8,261,Very unhealthy
07,2023:03:12 15:34:22,62.5,154,Unhealthy
08,2023:03:12 15:34:22,142.0,196,Unhealthy
09,2023:03:12 15:34:22,81.9,164,Unhealthy
10,2023:03:12 15:34:22,461.6,456,Extremely hazardous
01,2023:03:12 15:35:12,181.0,231,Very unhealthy
02,2023:03:12 15:35:12,436.4,443,Extremely hazardous
03,2023:03:12 15:35:12,385.4,417,Extremely hazardous
04,2023:03:12 15:35:12,366.2,408,Extremely hazardous
05,2023:03:12 15:35:12,18.0,63,Moderate
06,2023:03:12 15:35:12,213.0,263,Very unhealthy
07,2023:03:12 15:35:12,236.0,286,Very unhealthy
08,2023:03:12 15:35:12,31.6,92,Moderate
09,2023:03:12 15:35:12,140.8,195,Unhealthy
10,2023:03:12 15:35:12,282.7,332,Hazardous
01,2023:03:12 15:36:02,178.1,228,Very unhealthy
02,2023:03:12 15:36:02,481.2,465,Extremely hazardous
03,2023:03:12 15:36:02,363.4,406,Extremely hazardous
04,2023:03:12 15:36:02,505.6,478,Extremely hazardous
05,2023:03:12 15:36:02,342.9,392,Hazardous
06,2023:03:12 15:36:02,426.7,438,Extremely hazardous
07,2023:03:12 15:36:02,210.6,260,Very unhealthy
08,2023:03:12 15:36:02,263.3,313,Hazardous
09,2023:03:12 15:36:02,516.2,483,Extremely hazardous
10,2023:03:12 15:36:02,305.0,355,Hazardous
01,2023:03:12 15:36:52,382.9,416,Extremely hazardous
02,2023:03:12 15:36:52,99.0,173,Unhealthy
03,2023:03:12 15:36:52,484.5,467,Extremely hazardous
04,2023:03:12 15:36:52,418.6,434,Extremely hazardous
05,2023:03:12 15:36:52,368.1,409,Extremely hazardous
06,2023:03:12 15:36:52,292.9,342,Hazardous
07,2023:03:12 15:36:52,304.7,354,Hazardous
08,2023:03:12 15:36:52,401.1,425,Extremely hazardous
09,2023:03:12 15:36:52,28.9,86,Moderate
10,2023:03:12 15:36:52,10.8,45,Good
01,2023:03:12 15:37:42,228.4,278,Very unhealthy
02,2023:03:12 15:37:42,103.6,175,Unhealthy
03,2023:03:12 15:37:42,270.4,320,Hazardous
04,2023:03:12 15:37:42,423.0,436,Extremely hazardous
05,2023:03:12 15:37:42,398.8,424,Extremely hazardous
06,2023:03:12 15:37:42,321.3,371,Hazardous
07,2023:03:12 15:37:42,37.9,106,Slightly unhealthy
08,2023:03:12 15:37:42,191.2,241,Very unhealthy
09,2023:03:12 15:37:42,52.2,142,Slightly unhealthy
10,2023:03:12 15:37:42,190.4,240,Very unhealthy
01,2023:03:12 15:38:32,87.2,167,Unhealthy
02,2023:03:12 15:38:32,92.9,170,Unhealthy
03,2023:03:12 15:38:32,297.1,347,Hazardous
04,2023:03:12 15:38:32,68.9,157,Unhealthy
05,2023:03:12 15:38:32,231.5,281,Very unhealthy
06,2023:03:12 15:38:32,69.4,157,Unhealthy
07,2023:03:12 15:38:32,253.9,303,Hazardous
08,2023:03:12 15:38:32,461.0,455,Extremely hazardous
09,2023:03:12 15:38:32,227.1,277,Very unhealthy
10,2023:03:12 15:38:32,225.4,275,Very unhealthy
01,2023:03:12 15:39:22,30.2,89,Moderate
02,2023:03:12 15:39:22,478.0,464,Extremely hazardous
03,2023:03:12 15:39:22,250.1,300,Very unhealthy
04,2023:03:12 15:39:22,423.9,437,Extremely hazardous
05,2023:03:12 15:39:22,148.3,199,Unhealthy
06,2023:03:12 15:39:22,279.2,329,Hazardous
07,2023:03:12 15:39:22,150.8,200,Very unhealthy
08,2023:03:12 15:39:22,438.7,444,Extremely hazardous
09,2023:03:12 15:39:22,21.6,70,Moderate
10,2023:03:12 15:39:22,131.8,190,Unhealthy
01,2023:03:12 15:40:12,100.9,174,Unhealthy
02,2023:03:12 15:40:12,543.3,496,Extremely hazardous
03,2023:03:12 15:40:12,377.6,414,Extremely hazardous
04,2023:03:12 15:40:12,427.1,438,Extremely hazardous
05,2023:03:12 15:40:12,193.1,243,Very unhealthy
06,2023:03:12 15:40:12,219.4,269,Very unhealthy
07,2023:03:12 15:40:12,433.9,442,Extremely hazardous
08,2023:03:12 15:40:12,303.6,353,Hazardous
09,2023:03:12 15:40:12,90.5,168,Unhealthy
10,2023:03:12 15:40:12,109.6,178,Unhealthy
01,2023:03:12 15:41:02,378.1,414,Extremely hazardous
02,2023:03:12 15:41:02,340.4,390,Hazardous
03,2023:03:12 15:41:02,267.9,317,Hazardous
04,2023:03:12 15:41:02,411.2,430,Extremely hazardous
05,2023:03:12 15:41:02,519.2,484,Extremely hazardous
06,2023:03:12 15:41:02,418.4,434,Extremely hazardous
07,2023:03:12 15:41:02,464.6,457,Extremely hazardous
08,2023:03:12 15:41:02,293.6,343,Hazardous
09,2023:03:12 15:41:02,81.5,164,Unhealthy
10,2023:03:12 15:41:02,478.4,464,Extremely hazardous
01,2023:03:12 15:41:52,192.7,242,Very unhealthy
02,2023:03:12 15:41:52,236.9,286,Very unhealthy
03,2023:03:12 15:41:52,477.9,464,Extremely hazardous
04,2023:03:12 15:41:52,278.8,328,Hazardous
05,2023:03:12 15:41:52,315.3,365,Hazardous
06,2023:03:12 15:41:52,402.4,426,Extremely hazardous
07,2023:03:12 15:41:52,349.3,399,Hazardous
08,2023:03:12 15:41:52,516.9,483,Extremely hazardous
09,2023:03:12 15:41:52,230.2,280,Very unhealthy
10,2023:03:12 15:41:52,337.3,387,Hazardous
01,2023:03:12 15:42:42,154.6,204,Very unhealthy
02,2023:03:12 15:42:42,329.5,379,Hazardous
03,2023:03:12 15:42:42,470.9,460,Extremely hazardous
04,2023:03:12 15:42:42,304.7,354,Hazardous
